Tarih,Saat,GERÇEKLEŞEN ÜRETİM,PLANLANAN ÜRETİM,GERÇEKLEŞEN TÜKETİM,PLANLANAN TÜKETİM,PTF (TRY/MWh),PTF (EUR/MWh),PTF (USD/MWh)
2020-01-01,00,28125.46,25725.5,28125.46,29000,311.65,46.86,52.46
2020-01-01,01,26548.41,24159.99,26548.41,26000,313.24,47.1,52.73
2020-01-01,02,25287.99,22937.15,25287.99,24500,311.08,46.77,52.37
2020-01-01,03,24311.53,21972.48,24311.53,23400,310.7,46.72,52.3
2020-01-01,04,23730.48,21451.33,23730.48,22900,200.01,30.07,33.67
2020-01-01,05,23535.52,21440.4,23535.52,22700,179.99,27.06,30.3
2020-01-01,06,23774.24,21585.83,23774.24,23100,254.0,38.19,42.76
2020-01-01,07,24112.0,22075.15,24112.0,23600,300.01,45.11,50.51
2020-01-01,08,24196.77,22443.03,24196.77,23900,209.99,31.57,35.35
2020-01-01,09,25402.1,23715.42,25402.1,25500,200.01,30.07,33.67
2020-01-01,10,26788.47,24910.37,26788.47,27200,310.14,46.63,52.21
2020-01-01,11,28060.72,26486.25,28060.72,29000,311.12,46.78,52.38
2020-01-01,12,28700.55,26897.37,28700.55,30800,310.81,46.73,52.32
2020-01-01,13,29224.32,27551.7,29224.32,31500,311.28,46.8,52.4
2020-01-01,14,29613.62,28127.64,29613.62,31700,288.57,43.39,48.58
2020-01-01,15,30313.96,28405.26,30313.96,32100,290.01,43.61,48.82
2020-01-01,16,31318.36,29292.14,31318.36,32600,312.41,46.97,52.59
2020-01-01,17,33214.7,30676.25,33214.7,34100,315.56,47.45,53.12
2020-01-01,18,34667.61,31446.74,34667.61,34000,316.22,47.55,53.23
2020-01-01,19,34356.8,31079.38,34356.8,33300,314.08,47.23,52.87
2020-01-01,20,33546.76,30397.78,33546.76,32700,311.12,46.78,52.38
2020-01-01,21,33004.97,29574.39,33004.97,31800,310.2,46.64,52.22
2020-01-01,22,32080.63,28814.75,32080.63,30900,274.57,41.28,46.22
2020-01-01,23,30698.95,27434.0,30793.95,30000,250.64,37.69,42.19
2020-01-02,00,29132.07,26355.43,29132.07,29800,310.53,46.61,52.28
2020-01-02,01,27694.66,24741.11,27694.66,28600,311.38,46.74,52.42
2020-01-02,02,26662.38,23746.52,26662.38,27100,290.01,43.53,48.82
2020-01-02,03,26111.08,22833.46,26111.08,26500,250.0,37.53,42.09
2020-01-02,04,25939.56,22737.62,25939.56,26300,180.0,27.02,30.3
2020-01-02,05,26425.33,23082.63,26425.33,26700,180.0,27.02,30.3
2020-01-02,06,27675.23,24306.67,27675.23,28200,180.0,27.02,30.3
2020-01-02,07,30819.25,26898.09,30819.25,31200,310.71,46.64,52.31
2020-01-02,08,36065.98,31695.42,36065.98,35900,319.37,47.94,53.77
2020-01-02,09,39141.53,34872.3,39141.53,39000,323.95,48.63,54.54
2020-01-02,10,40060.11,36189.14,40060.11,40200,326.74,49.04,55.01
2020-01-02,11,40493.42,36866.9,40493.42,40900,329.69,49.49,55.5
2020-01-02,12,39176.39,35702.51,39176.39,39900,324.81,48.75,54.68
2020-01-02,13,39682.56,35826.22,39682.56,40200,325.45,48.85,54.79
2020-01-02,14,40259.63,36412.5,40259.63,40600,327.13,49.1,55.07
2020-01-02,15,40331.29,36271.44,40331.29,40500,326.5,49.01,54.97
2020-01-02,16,40904.43,36682.2,40904.43,40600,328.75,49.35,55.35
2020-01-02,17,41728.62,37676.31,41728.62,41100,331.52,49.76,55.81
2020-01-02,18,41220.41,36957.68,41220.41,40200,329.43,49.45,55.46
2020-01-02,19,39948.23,35786.45,39948.23,38800,325.65,48.88,54.82
2020-01-02,20,38933.35,34760.93,38933.35,37700,322.08,48.35,54.22
2020-01-02,21,37670.91,33758.25,37670.91,36700,319.49,47.96,53.79
2020-01-02,22,36485.42,32616.76,36485.42,35100,316.01,47.43,53.2
2020-01-02,23,34919.92,31090.54,34740.57,33900,312.58,46.92,52.62
2020-01-03,00,32285.62,29532.18,32285.62,32800,320.01,48.03,53.87
2020-01-03,01,30433.66,27557.78,30433.66,31000,320.74,48.14,54.0
2020-01-03,02,29163.8,26230.88,29163.8,29700,277.86,41.71,46.78
2020-01-03,03,28554.01,25609.35,28554.01,28900,200.0,30.02,33.67
2020-01-03,04,28446.72,25668.85,28446.72,28800,184.99,27.77,31.14
2020-01-03,05,28853.57,25836.54,28853.57,29000,212.07,31.83,35.7
2020-01-03,06,29951.9,26757.01,29951.9,30400,279.99,42.03,47.14
2020-01-03,07,32879.26,29232.61,32879.26,33000,322.0,48.33,54.21
2020-01-03,08,37342.36,33854.21,37342.36,37200,329.88,49.52,55.54
2020-01-03,09,40071.64,36697.13,40071.64,39600,334.88,50.27,56.38
2020-01-03,10,40422.42,36932.55,40422.42,39700,334.99,50.28,56.4
2020-01-03,11,40864.42,37347.01,40864.42,40000,335.47,50.35,56.48
2020-01-03,12,39173.84,36015.57,39173.84,37900,329.99,49.53,55.55
2020-01-03,13,38051.53,35276.88,38051.53,36900,327.87,49.21,55.2
2020-01-03,14,39477.93,36742.27,39477.93,37900,333.77,50.1,56.19
2020-01-03,15,39601.16,36883.94,39601.16,38600,334.99,50.28,56.4
2020-01-03,16,40277.26,37559.2,40277.26,39200,338.25,50.77,56.94
2020-01-03,17,41411.18,38645.18,41411.18,40400,343.04,51.49,57.75
2020-01-03,18,41059.2,38118.89,41059.2,40300,341.03,51.19,57.41
2020-01-03,19,39702.42,36903.46,39702.42,39100,336.55,50.52,56.66
2020-01-03,20,38714.3,35885.89,38714.3,38100,334.68,50.24,56.34
2020-01-03,21,37586.49,34860.1,37586.49,37200,334.99,50.28,56.4
2020-01-03,22,36457.39,33498.72,36524.01,36300,332.82,49.96,56.03
2020-01-03,23,35289.42,31890.1,35124.79,34800,329.01,49.39,55.39
2020-01-04,00,32637.33,29977.16,32637.33,32600,323.02,48.48,54.31
2020-01-04,01,30927.22,27920.51,30927.22,30800,323.18,48.5,54.34
2020-01-04,02,29729.1,26687.29,29729.1,29500,320.48,48.1,53.88
2020-01-04,03,28876.84,25821.77,28876.84,28800,318.2,47.76,53.5
2020-01-04,04,28558.57,25582.64,28558.57,28400,260.59,39.11,43.81
2020-01-04,05,28715.93,25352.19,28715.93,28500,268.48,40.29,45.14
2020-01-04,06,29215.12,25784.4,29215.12,29000,320.09,48.04,53.82
2020-01-04,07,30477.12,27305.96,30477.12,30400,324.08,48.64,54.49
2020-01-04,08,33547.45,30260.48,33547.45,33400,328.59,49.32,55.25
2020-01-04,09,36521.73,33198.64,36521.73,35900,333.34,50.03,56.04
2020-01-04,10,38244.73,34711.51,38244.73,37400,338.34,50.78,56.88
2020-01-04,11,38950.84,35303.42,38950.84,38100,340.01,51.03,57.17
2020-01-04,12,37845.43,34151.01,37845.43,37300,336.46,50.5,56.57
2020-01-04,13,37642.81,34077.03,37642.81,37400,336.65,50.53,56.6
2020-01-04,14,37118.61,34293.8,37118.61,37500,337.27,50.62,56.71
2020-01-04,15,36499.18,34192.91,36499.18,37100,336.25,50.47,56.53
2020-01-04,16,36616.45,34394.13,36616.45,37100,338.77,50.84,56.96
2020-01-04,17,37704.95,35681.37,37704.95,37700,343.98,51.63,57.83
2020-01-04,18,38836.27,36023.12,38836.27,38700,345.0,51.78,58.0
2020-01-04,19,38097.54,35450.33,38097.54,37700,342.63,51.42,57.61
2020-01-04,20,37141.79,34641.46,37141.79,36800,339.38,50.94,57.06
2020-01-04,21,36302.72,33726.27,36302.72,35900,336.05,50.44,56.5
2020-01-04,22,35201.04,32617.26,35201.04,35000,331.96,49.82,55.81
2020-01-04,23,34207.66,31220.13,34024.67,33600,332.28,49.87,55.87
2020-01-05,00,31710.85,28898.46,31710.85,31500,323.52,48.68,54.26
2020-01-05,01,29857.75,26825.76,29857.75,29600,323.38,48.65,54.23
2020-01-05,02,28431.11,25659.35,28431.11,28200,320.57,48.23,53.76
2020-01-05,03,27413.73,24853.23,27413.73,27300,280.01,42.13,46.96
2020-01-05,04,26997.13,24105.7,26997.13,26900,221.35,33.3,37.12
2020-01-05,05,27006.71,24138.7,27006.71,26900,249.99,37.61,41.93
2020-01-05,06,27192.72,24217.36,27192.72,27200,279.56,42.06,46.88
2020-01-05,07,27507.26,24275.13,27507.26,27600,304.94,45.88,51.14
2020-01-05,08,27647.11,25147.33,27647.11,27900,250.0,37.61,41.93
2020-01-05,09,28929.46,26756.65,28929.46,29700,250.0,37.61,41.93
2020-01-05,10,30183.02,27210.39,30183.02,31500,319.99,48.14,53.67
2020-01-05,11,31112.45,28070.43,31112.45,33000,324.03,48.75,54.34
2020-01-05,12,31252.33,28047.02,31252.33,33400,323.6,48.69,54.27
2020-01-05,13,31479.63,28359.28,31479.63,33600,324.39,48.81,54.4
2020-01-05,14,31110.45,28438.26,31110.45,33700,324.17,48.77,54.37
2020-01-05,15,32112.55,28521.26,32112.55,33700,323.09,48.61,54.19
2020-01-05,16,33063.75,29259.72,33063.75,34200,322.7,48.55,54.12
2020-01-05,17,34918.27,31228.64,34918.27,35700,327.16,49.22,54.87
2020-01-05,18,36709.31,32605.67,36709.31,36700,329.71,49.61,55.3
2020-01-05,19,36357.77,32412.48,36357.77,36400,326.26,49.09,54.72
2020-01-05,20,35791.91,31747.87,35791.91,35700,322.73,48.56,54.12
2020-01-05,21,34889.56,31110.24,34889.56,35000,320.0,48.15,53.67
2020-01-05,22,33883.99,30077.74,33883.99,33900,298.78,44.95,50.11
2020-01-05,23,32838.66,29382.45,32758.66,32700,180.0,27.08,30.19
2020-01-06,00,30642.14,27840.66,30642.14,30500,298.79,44.96,50.11
2020-01-06,01,28900.19,25848.58,28900.19,28600,300.0,45.14,50.31
2020-01-06,02,27770.55,25126.84,27770.55,27100,200.0,30.09,33.54
2020-01-06,03,27283.29,24651.82,27283.29,26500,174.13,26.2,29.2
2020-01-06,04,27017.75,24599.03,27017.75,26300,174.13,26.2,29.2
2020-01-06,05,27485.75,24822.48,27485.75,26700,179.99,27.08,30.19
2020-01-06,06,29194.27,26210.49,29194.27,28200,180.0,27.08,30.19
2020-01-06,07,32308.98,27806.32,32308.98,31200,298.79,44.96,50.11
2020-01-06,08,37718.28,32566.1,37718.28,35900,326.7,49.15,54.79
2020-01-06,09,41148.46,36553.66,41148.46,39000,334.05,50.26,56.02
2020-01-06,10,42287.61,37457.82,42287.61,40200,333.25,50.14,55.89
2020-01-06,11,43174.19,38364.35,43174.19,40900,337.37,50.76,56.58
2020-01-06,12,42406.72,37271.8,42406.72,39900,332.44,50.02,55.75
2020-01-06,13,42908.44,37545.19,42908.44,40200,334.02,50.26,56.02
2020-01-06,14,43461.91,38157.05,43461.91,40600,335.87,50.53,56.33
2020-01-06,15,43144.92,37956.33,43144.92,40500,334.88,50.39,56.16
2020-01-06,16,43209.05,38122.22,43209.05,40600,335.53,50.48,56.27
2020-01-06,17,43523.0,38883.56,43523.0,41100,338.45,50.92,56.76
2020-01-06,18,42321.89,38041.13,42321.89,40200,335.29,50.45,56.23
2020-01-06,19,40802.57,36852.22,40802.57,38800,330.43,49.72,55.42
2020-01-06,20,39682.82,35777.68,39682.82,37700,327.23,49.23,54.88
2020-01-06,21,38590.98,34612.86,38590.98,36700,323.39,48.66,54.24
2020-01-06,22,37101.27,33215.68,37313.0,35100,321.84,48.42,53.98
2020-01-06,23,35429.62,32138.56,35507.62,33900,285.88,43.01,47.94
2020-01-07,00,32668.2,30088.64,32668.2,32300,289.98,43.63,48.63
2020-01-07,01,31076.87,28053.86,31076.87,30400,308.71,46.45,51.77
2020-01-07,02,29860.01,26716.57,29860.01,29200,280.0,42.13,46.96
2020-01-07,03,29178.92,26350.04,29178.92,28500,210.0,31.6,35.22
2020-01-07,04,29002.78,26258.87,29002.78,28400,178.0,26.78,29.85
2020-01-07,05,29394.83,26539.25,29394.83,28800,200.01,30.09,33.54
2020-01-07,06,30588.03,27414.86,30588.03,29900,250.0,37.61,41.93
2020-01-07,07,33370.94,29735.51,33370.94,32900,320.4,48.21,53.73
2020-01-07,08,38113.15,34195.19,38113.15,37300,326.95,49.19,54.83
2020-01-07,09,40759.12,37344.62,40759.12,40100,330.0,49.65,55.34
2020-01-07,10,41743.61,38278.87,41743.61,40400,333.62,50.2,55.95
2020-01-07,11,42479.54,37312.15,42479.54,40800,338.16,50.88,56.71
2020-01-07,12,41282.06,38043.56,41282.06,39600,332.79,50.07,55.81
2020-01-07,13,41702.32,38142.9,41702.32,38400,334.19,50.28,56.05
2020-01-07,14,42328.05,38724.22,42328.05,39500,335.34,50.45,56.24
2020-01-07,15,42108.66,38413.74,42108.66,39600,334.42,50.32,56.09
2020-01-07,16,42468.78,38395.98,42468.78,40300,333.24,50.14,55.89
2020-01-07,17,43041.1,39624.05,43041.1,41400,335.06,50.41,56.19
2020-01-07,18,42077.94,38777.37,42077.94,41000,331.87,49.93,55.66
2020-01-07,19,40716.92,37580.08,40716.92,39700,328.41,49.41,55.08
2020-01-07,20,39558.75,36213.14,39558.75,38700,329.41,49.56,55.25
2020-01-07,21,38610.42,35211.11,38610.42,37600,326.13,49.07,54.7
2020-01-07,22,37513.61,34504.18,37513.61,36500,321.79,48.42,53.97
2020-01-07,23,35854.17,33288.21,35597.18,35100,292.02,43.94,48.97
2020-01-08,00,33246.39,30560.25,33246.39,32500,320.27,48.0,53.68
2020-01-08,01,31376.86,28558.31,31376.86,30600,321.06,48.12,53.82
2020-01-08,02,30020.92,27378.08,30020.92,29400,277.87,41.65,46.58
2020-01-08,03,29259.18,26872.42,29259.18,28900,277.86,41.65,46.58
2020-01-08,04,29083.6,26780.08,29083.6,28600,248.4,37.23,41.64
2020-01-08,05,29458.23,26841.83,29458.23,29100,268.48,40.24,45.0
2020-01-08,06,30679.93,27851.64,30679.93,30900,266.93,40.01,44.74
2020-01-08,07,33723.7,30129.78,33723.7,33200,323.42,48.48,54.21
2020-01-08,08,38601.23,34847.98,38601.23,38800,332.39,49.82,55.72
2020-01-08,09,41345.51,37826.79,41345.51,41500,340.06,50.97,57.0
2020-01-08,10,42175.76,38983.49,42175.76,42200,341.67,51.21,57.27
2020-01-08,11,42676.33,39676.42,42676.33,43100,343.93,51.55,57.65
2020-01-08,12,41257.59,38383.66,41257.59,42400,337.5,50.59,56.57
2020-01-08,13,41632.46,38842.0,41632.46,42800,340.0,50.96,56.99
2020-01-08,14,42162.49,38915.25,42162.49,43400,341.78,51.23,57.29
2020-01-08,15,41814.16,39009.9,41814.16,43100,340.72,51.07,57.11
2020-01-08,16,42146.61,39399.37,42146.61,43200,341.7,51.22,57.28
2020-01-08,17,42781.85,40093.7,42781.85,43400,342.6,51.35,57.43
2020-01-08,18,42096.04,39237.59,42096.04,42200,338.85,50.79,56.8
2020-01-08,19,40867.75,38050.4,40867.75,40700,333.02,49.91,55.82
2020-01-08,20,39788.0,37057.36,39788.0,39600,331.64,49.71,55.59
2020-01-08,21,38658.11,35958.05,38658.11,38500,329.32,49.36,55.2
2020-01-08,22,37938.87,34833.35,37685.87,37200,324.79,48.68,54.44
2020-01-08,23,36086.27,33072.0,35826.48,35400,320.0,47.96,53.64
2020-01-09,00,33588.76,31315.33,33588.76,32600,300.0,45.03,50.34
2020-01-09,01,31869.51,29096.25,31869.51,31100,314.26,47.17,52.73
2020-01-09,02,30531.6,27709.63,30531.6,29800,280.0,42.02,46.98
2020-01-09,03,29846.28,27080.81,29846.28,29200,248.0,37.22,41.61
2020-01-09,04,29535.14,26862.91,29535.14,29000,225.42,33.83,37.83
2020-01-09,05,29842.9,27040.49,29842.9,29400,248.0,37.22,41.61
2020-01-09,06,31120.93,28225.18,31120.93,30600,290.0,43.53,48.66
2020-01-09,07,34047.59,30860.19,34047.59,33300,324.58,48.72,54.47
2020-01-09,08,38855.99,35285.62,38855.99,38100,332.6,49.92,55.81
2020-01-09,09,41337.2,37976.03,41337.2,40700,339.46,50.95,56.96
2020-01-09,10,41295.17,38635.62,41295.17,41700,341.41,51.24,57.29
2020-01-09,11,41063.31,38914.42,41063.31,42400,341.55,51.26,57.31
2020-01-09,12,38862.87,37648.09,38862.87,41200,335.53,50.36,56.3
2020-01-09,13,39659.43,37841.73,39659.43,41600,338.35,50.78,56.78
2020-01-09,14,40453.71,38156.99,40453.71,42300,341.32,51.23,57.27
2020-01-09,15,40652.62,38364.23,40652.62,42100,342.39,51.39,57.45
2020-01-09,16,41224.54,38945.23,41224.54,42400,340.24,51.07,57.09
2020-01-09,17,42247.32,39984.81,42247.32,43000,343.94,51.62,57.71
2020-01-09,18,42169.94,39389.9,42169.94,42000,341.72,51.29,57.34
2020-01-09,19,41176.87,38006.66,41176.87,40700,336.53,50.51,56.47
2020-01-09,20,39848.89,36970.54,39848.89,39500,333.52,50.06,55.97
2020-01-09,21,38931.27,36033.15,38931.27,38500,330.91,49.67,55.53
2020-01-09,22,37641.11,34703.38,37641.11,37400,327.09,49.09,54.89
2020-01-09,23,36618.92,32949.39,36305.75,35500,326.29,48.97,54.75
2020-01-10,00,33529.48,30729.01,33529.48,33200,321.89,48.51,54.03
2020-01-10,01,31768.5,28763.52,31768.5,31300,323.09,48.69,54.24
2020-01-10,02,30191.8,27681.38,30191.8,30000,320.81,48.35,53.85
2020-01-10,03,29820.98,26881.78,29820.98,29200,260.01,39.18,43.65
2020-01-10,04,29630.03,26759.75,29630.03,29100,266.94,40.23,44.81
2020-01-10,05,29719.9,26827.76,29719.9,29400,280.0,42.2,47.0
2020-01-10,06,31103.91,28054.7,31103.91,30600,321.82,48.5,54.02
2020-01-10,07,33879.13,30805.89,33879.13,33700,329.14,49.6,55.25
2020-01-10,08,38668.65,34848.0,38668.65,38600,338.96,51.08,56.9
2020-01-10,09,40785.68,36813.37,40785.68,41300,344.97,51.99,57.91
2020-01-10,10,40738.93,36931.31,40738.93,42100,345.0,51.99,57.91
2020-01-10,11,40831.28,37358.64,40831.28,42600,344.27,51.88,57.79
2020-01-10,12,38337.07,35654.22,38337.07,41000,335.3,50.53,56.29
2020-01-10,13,36694.34,34877.6,36694.34,41400,333.49,50.26,55.98
2020-01-10,14,38155.19,36425.67,38155.19,42100,342.49,51.61,57.49
2020-01-10,15,38628.97,36733.99,38628.97,41800,344.6,51.93,57.85
2020-01-10,16,39601.62,37765.09,39601.62,42100,348.0,52.45,58.42
2020-01-10,17,41252.26,38857.61,41252.26,42700,348.01,52.45,58.42
2020-01-10,18,41697.34,38813.57,41697.34,42000,348.0,52.45,58.42
2020-01-10,19,40621.14,37748.95,40621.14,40800,344.55,51.93,57.84
2020-01-10,20,39337.71,36704.13,39337.71,39700,339.94,51.23,57.06
2020-01-10,21,38477.17,35610.99,38477.17,38600,335.64,50.58,56.34
2020-01-10,22,37424.43,34759.86,37424.43,37600,330.0,49.73,55.4
2020-01-10,23,36302.42,33134.98,36013.78,35800,329.83,49.71,55.37
2020-01-11,00,33615.73,30959.38,33615.73,32600,325.12,49.76,55.28
2020-01-11,01,31753.06,28732.54,31753.06,30900,324.34,49.64,55.15
2020-01-11,02,30474.23,27316.08,30474.23,29700,321.09,49.14,54.6
2020-01-11,03,29705.2,26759.41,29705.2,28900,279.99,42.85,47.61
2020-01-11,04,29421.24,26379.59,29421.24,28600,280.0,42.86,47.61
2020-01-11,05,29097.21,26341.05,29097.21,28700,286.89,43.91,48.78
2020-01-11,06,29864.2,27120.17,29864.2,29200,320.0,48.98,54.41
2020-01-11,07,31497.96,28449.19,31497.96,30500,323.75,49.55,55.05
2020-01-11,08,34376.46,31195.16,34376.46,33500,326.53,49.98,55.52
2020-01-11,09,36313.57,33547.59,36313.57,36500,329.99,50.51,56.11
2020-01-11,10,36550.14,33910.71,36550.14,38200,330.86,50.64,56.26
2020-01-11,11,36442.28,33359.56,36442.28,39000,329.82,50.48,56.08
2020-01-11,12,34938.51,32339.11,34938.51,37800,325.0,49.74,55.26
2020-01-11,13,34480.5,31994.25,34480.5,37600,325.69,49.85,55.38
2020-01-11,14,34216.4,31956.29,34216.4,37100,325.07,49.75,55.27
2020-01-11,15,34214.69,32117.42,34214.69,36500,326.33,49.95,55.49
2020-01-11,16,35179.55,32830.54,35179.55,36600,329.55,50.44,56.04
2020-01-11,17,37235.25,35058.39,37235.25,37700,334.42,51.18,56.86
2020-01-11,18,39127.89,36396.89,39127.89,38800,338.26,51.77,57.52
2020-01-11,19,38534.93,35752.12,38534.93,38100,335.48,51.35,57.04
2020-01-11,20,37575.67,34525.48,37575.67,37100,333.81,51.09,56.76
2020-01-11,21,36685.01,33967.38,36685.01,36300,329.99,50.51,56.11
2020-01-11,22,35575.65,32957.41,35575.65,35200,325.51,49.82,55.35
2020-01-11,23,34404.89,31482.97,34328.44,34000,320.51,49.06,54.5
2020-01-12,00,32137.24,29408.9,32137.24,31700,326.89,50.16,55.68
2020-01-12,01,30097.42,27396.09,30097.42,29900,325.93,50.01,55.51
2020-01-12,02,28750.38,25869.77,28750.38,28400,322.07,49.42,54.85
2020-01-12,03,27851.19,24970.91,27851.19,27400,319.99,49.1,54.5
2020-01-12,04,27445.94,24872.8,27445.94,27000,253.43,38.89,43.16
2020-01-12,05,27409.07,24791.49,27409.07,27000,253.42,38.89,43.16
2020-01-12,06,27582.95,25104.25,27582.95,27200,284.99,43.73,48.54
2020-01-12,07,27855.82,25344.1,27855.82,27500,320.0,49.1,54.5
2020-01-12,08,27788.36,25717.43,27788.36,27600,285.0,43.73,48.54
2020-01-12,09,28708.07,26980.12,28708.07,28900,260.0,39.9,44.28
2020-01-12,10,29974.1,28151.26,29974.1,30200,306.57,47.04,52.22
2020-01-12,11,30854.31,28858.49,30854.31,31100,321.87,49.39,54.82
2020-01-12,12,30922.78,28984.28,30922.78,31300,321.43,49.32,54.75
2020-01-12,13,31160.53,29301.91,31160.53,31500,321.2,49.29,54.71
2020-01-12,14,31100.56,29246.51,31100.56,31100,320.0,49.1,54.5
2020-01-12,15,31409.4,29523.16,31409.4,32100,319.99,49.1,54.5
2020-01-12,16,32134.23,30442.33,32134.23,33100,319.99,49.1,54.5
2020-01-12,17,33901.3,32437.5,33901.3,34900,325.9,50.01,55.51
2020-01-12,18,36182.78,34157.87,36182.78,36700,330.62,50.73,56.31
2020-01-12,19,36226.91,33892.42,36226.91,36400,329.61,50.58,56.14
2020-01-12,20,35552.01,33191.19,35552.01,35800,326.82,50.15,55.66
2020-01-12,21,34880.81,32473.82,34880.81,34900,323.6,49.65,55.12
2020-01-12,22,33888.11,31480.91,33888.11,33900,321.82,49.38,54.81
2020-01-12,23,32963.42,30075.93,32654.06,32800,306.56,47.04,52.21
2020-01-13,00,30778.36,29034.85,30778.36,30600,280.0,42.96,47.69
2020-01-13,01,29048.16,26459.76,29048.16,28900,286.37,43.94,48.77
2020-01-13,02,27865.7,25447.43,27865.7,27800,250.0,38.36,42.58
2020-01-13,03,27349.06,24687.22,27349.06,27300,238.41,36.58,40.61
2020-01-13,04,27107.4,24548.17,27107.4,27000,248.78,38.17,42.37
2020-01-13,05,27412.34,24633.82,27412.34,27500,276.86,42.48,47.15
2020-01-13,06,28971.91,26137.15,28971.91,29200,320.65,49.2,54.61
2020-01-13,07,32216.01,29460.36,32216.01,32300,322.92,49.55,55.0
2020-01-13,08,37547.88,34642.0,37547.88,37700,330.58,50.73,56.3
2020-01-13,09,40038.74,37069.63,40038.74,40500,337.68,51.82,57.51
2020-01-13,10,39837.35,37352.77,39837.35,41600,339.06,52.03,57.75
2020-01-13,11,39582.82,37142.13,39582.82,42500,335.28,51.45,57.1
2020-01-13,12,37509.05,35675.91,37509.05,41800,329.99,50.64,56.2
2020-01-13,13,37494.92,36073.52,37494.92,42300,330.0,50.64,56.21
2020-01-13,14,37946.32,36630.56,37946.32,42800,332.31,50.99,56.6
2020-01-13,15,38493.34,36753.51,38493.34,42500,331.68,50.89,56.49
2020-01-13,16,39469.65,37828.63,39469.65,42600,338.34,51.92,57.63
2020-01-13,17,41059.87,39085.12,41059.87,42900,344.59,52.88,58.69
2020-01-13,18,41588.59,38769.45,41588.59,41700,342.71,52.59,58.37
2020-01-13,19,40465.6,37795.89,40465.6,40800,337.06,51.72,57.41
2020-01-13,20,39346.44,36764.24,39346.44,39700,333.39,51.16,56.78
2020-01-13,21,38398.48,35632.1,38398.48,38600,330.06,50.65,56.22
2020-01-13,22,37279.43,34563.9,37279.43,37300,330.03,50.64,56.21
2020-01-13,23,35943.91,33052.82,35663.2,35500,326.3,50.07,55.58
2020-01-14,00,33372.2,30630.89,33372.2,32900,323.66,49.66,55.13
2020-01-14,01,31511.79,28585.6,31511.79,31300,323.97,49.71,55.18
2020-01-14,02,30283.43,27264.81,30283.43,30000,320.96,49.25,54.67
2020-01-14,03,29564.25,26575.25,29564.25,29200,286.37,43.94,48.77
2020-01-14,04,29544.75,26399.81,29544.75,29100,249.99,38.36,42.58
2020-01-14,05,29798.24,26520.68,29798.24,29400,250.0,38.36,42.58
2020-01-14,06,31107.96,27599.91,31107.96,30600,321.02,49.26,54.68
2020-01-14,07,33885.58,30230.75,33885.58,33700,328.05,50.34,55.87
2020-01-14,08,38442.04,34346.44,38442.04,38600,337.14,51.73,57.42
2020-01-14,09,40401.94,36383.57,40401.94,41300,340.25,52.21,57.95
2020-01-14,10,39803.18,36454.06,39803.18,42100,339.59,52.11,57.84
2020-01-14,11,39645.91,36376.67,39645.91,42600,340.01,52.17,57.91
2020-01-14,12,37463.01,34981.42,37463.01,41200,334.25,51.29,56.93
2020-01-14,13,37401.92,35099.54,37401.92,41600,335.2,51.43,57.09
2020-01-14,14,37988.68,35772.96,37988.68,42100,338.06,51.87,57.58
2020-01-14,15,38315.85,36194.75,38315.85,42000,338.92,52.01,57.72
2020-01-14,16,39618.39,37145.96,39618.39,42100,342.41,52.54,58.32
2020-01-14,17,41197.93,38362.49,41197.93,42700,345.01,52.94,58.76
2020-01-14,18,41641.79,38296.62,41641.79,42000,345.01,52.94,58.76
2020-01-14,19,40637.27,37115.54,40637.27,40800,343.15,52.65,58.45
2020-01-14,20,39560.64,36211.6,39560.64,39700,339.99,52.17,57.91
2020-01-14,21,38577.35,35292.46,38577.35,38600,339.99,52.17,57.91
2020-01-14,22,37293.51,34233.62,37293.51,37600,336.14,51.58,57.25
2020-01-14,23,35993.15,32721.68,35734.15,35800,330.05,50.64,56.21
2020-01-15,00,33285.78,30553.18,33285.78,33600,323.77,49.74,55.32
2020-01-15,01,31638.34,28804.58,31638.34,31900,323.89,49.76,55.34
2020-01-15,02,30404.11,27625.16,30404.11,30500,320.99,49.31,54.84
2020-01-15,03,29723.47,26872.75,29723.47,29800,280.0,43.01,47.84
2020-01-15,04,29525.07,26620.54,29525.07,29500,280.0,43.01,47.84
2020-01-15,05,29858.98,26981.35,29858.98,29800,289.99,44.55,49.55
2020-01-15,06,31076.82,28040.9,31076.82,31100,321.05,49.32,54.85
2020-01-15,07,33742.29,30758.64,33742.29,34000,327.76,50.35,56.0
2020-01-15,08,38434.64,35331.82,38434.64,38900,338.06,51.93,57.76
2020-01-15,09,40317.89,37458.57,40317.89,41300,340.0,52.23,58.09
2020-01-15,10,39759.19,37355.48,39759.19,41300,339.99,52.23,58.09
2020-01-15,11,39541.48,37143.9,39541.48,41100,339.15,52.1,57.95
2020-01-15,12,37533.79,35233.25,37533.79,38900,331.59,50.94,56.65
2020-01-15,13,37617.34,35306.35,37617.34,39700,331.41,50.91,56.62
2020-01-15,14,38122.15,36041.09,38122.15,40500,332.5,51.08,56.81
2020-01-15,15,38338.5,36252.58,38338.5,40700,331.76,50.96,56.68
2020-01-15,16,39550.66,37222.48,39550.66,41200,334.67,51.41,57.18
2020-01-15,17,41121.71,38615.27,41121.71,42200,339.99,52.23,58.09
2020-01-15,18,41535.68,38810.48,41535.68,42200,339.99,52.23,58.09
2020-01-15,19,40434.8,37799.26,40434.8,41200,334.92,51.45,57.22
